ID,AGE,ANNUAL_INCOME,CREDIT_SCORE,LOAN_AMOUNT,YEARS_AT_JOB,EXISTING_LOANS,DEBT_TO_INCOME_RATIO,PROBABILITY_OF_DEFAULT,TARGET
3525,53,251000,572,753222,0,0,0,0.454444091,0
3526,47,200000,715,541126,3,0,0,0.336418616,0
3527,47,669000,542,1335759,3,2,0.516774522,0.454293479,0
3528,49,200000,783,370308,10,0,0,0.259474728,0
3529,66,200000,725,361623,7,0,0,0.31426897,0
3530,28,200000,652,731503,0,1,0.371523798,0.640822037,0
3531,47,834000,650,1316801,0,1,0.195045064,0.444863232,0
3532,30,467000,594,1841164,3,0,0,0.309464443,0
3533,48,290000,677,578933,2,1,0.605956381,0.482025769,0
3534,30,200000,758,355161,0,0,0,0.40914663,0
3535,36,200000,579,588485,0,1,0.448424611,0.721688251,1
3536,38,200000,496,339992,2,2,1.340935359,0.619273435,0
3537,53,200000,720,601226,7,2,0.75949559,0.477531001,0
3538,53,200000,682,725313,7,1,0.343287344,0.416194723,0
3539,27,200000,537,323949,0,0,0,0.542186465,0
3540,42,202000,576,706933,1,0,0,0.529758183,0
3541,33,464000,564,1153593,0,0,0,0.413714375,0
3542,26,258000,577,489871,1,1,0.31474233,0.635884785,0
3543,39,548000,617,1063252,4,0,0,0.235225708,0
3544,38,903000,623,3428610,4,3,0.345957262,0.281027941,0
3545,70,695000,584,1234677,2,2,0.347446188,0.353013602,0
3546,47,409000,574,1499785,0,0,0,0.458456303,0
3547,25,271000,627,775225,1,1,0.443270258,0.681003496,1
3548,35,200000,666,319528,8,1,0.769504211,0.527864375,0
3549,54,522000,618,1389141,0,0,0,0.39330427,0
3550,67,1216000,765,4309046,1,1,0.055654221,0.305659118,0
3551,22,365000,700,1210160,4,0,0,0.230925662,0
3552,22,1506000,490,4099265,3,0,0,0.216375815,0
3553,64,200000,702,730024,7,1,0.755598139,0.544438176,0
3554,46,200000,710,360182,1,3,1.154462048,0.638688014,0
3555,31,579000,606,2185639,2,0,0,0.223079518,0
3556,48,340000,500,1229475,1,1,0.418334801,0.70313731,1
3557,22,875000,650,2861855,7,0,0,0.170470463,0
3558,42,264000,649,935805,4,2,1.140097905,0.472267802,0
3559,45,200000,537,571907,5,2,0.843358777,0.610083252,0
3560,53,221000,504,704527,0,0,0,0.511650598,0
3561,29,200000,641,580299,4,2,1.508838865,0.520548989,0
3562,43,200000,626,477714,1,0,0,0.505662127,0
3563,30,643000,608,1878943,0,0,0,0.402714428,0
3564,45,588000,641,1260474,0,1,0.166216409,0.441151509,0
3565,31,372000,539,967459,3,0,0,0.291661226,0
3566,37,200000,606,440387,1,1,0.881753596,0.703226976,1
3567,30,200000,703,361443,6,1,0.847549176,0.528184583,0
3568,49,200000,615,460930,3,0,0,0.381022237,0
3569,52,773000,482,2805965,0,0,0,0.394527332,0
3570,39,200000,602,490540,3,0,0,0.363902941,0
3571,42,200000,542,674001,0,0,0,0.474774216,0
3572,24,275000,676,532948,1,0,0,0.495368957,0
3573,38,200000,681,512209,2,0,0,0.305721581,0
3574,41,1020000,484,1822882,6,2,0.242317602,0.29881582,0
3575,70,200000,725,369310,1,2,0.716928396,0.699938496,1
3576,28,200000,538,608718,4,0,0,0.401719245,0
3577,59,200000,805,603740,4,0,0,0.295437052,0
3578,53,261000,645,530725,1,1,0.639939798,0.690110783,1
3579,45,200000,525,537211,2,3,2.557335041,0.617090512,0
3580,63,200000,535,731653,3,0,0,0.402875985,0
3581,46,782000,684,1513563,0,2,0.296639205,0.456141588,0
3582,46,489000,610,756984,6,1,0.185250619,0.364387185,0
3583,41,261000,640,816926,4,3,1.716016677,0.486143509,0
3584,56,916000,811,1496510,0,0,0,0.247683435,0
3585,55,487000,580,1923577,11,3,0.486801096,0.45973687,0
3586,34,200000,655,604810,0,0,0,0.47486373,0
3587,26,200000,791,535198,7,3,1.467470945,0.502558021,0
3588,39,560000,677,1441989,1,0,0,0.349248443,0
3589,32,383000,489,1123215,4,1,0.283788339,0.406502932,0
3590,41,312000,700,538687,1,2,1.116766419,0.628359107,0
3591,56,200000,533,765009,4,1,0.455182301,0.536624685,0
3592,36,463000,790,1418680,0,1,0.257280995,0.465872271,0
3593,41,200000,567,391989,0,0,0,0.554122092,0
3594,42,244000,900,709174,0,1,0.480027979,0.601719602,0
3595,52,986000,796,1807477,6,2,0.331910634,0.203676798,0
3596,22,200000,570,308776,1,0,0,0.477927882,0
3597,34,200000,652,615258,3,1,0.871818251,0.544514496,0
3598,44,200000,725,624241,5,2,0.825037376,0.524090958,0
3599,56,656000,728,1941262,6,1,0.270719823,0.299983531,0
3600,36,337000,694,660084,0,2,0.48112299,0.59814194,0
3601,22,238000,775,716040,6,2,0.952301796,0.435022193,0
3602,49,200000,637,328255,0,1,0.485168695,0.658300214,1
3603,34,415000,613,1254584,4,1,0.269850049,0.395573736,0
3604,27,200000,615,577008,3,3,1.350944532,0.573793429,0
3605,34,353000,735,1107762,0,2,0.996249799,0.652125383,0
3606,39,200000,686,747737,0,2,0.966869981,0.662626789,1
3607,34,200000,679,725179,2,0,0,0.353279072,0
3608,22,200000,729,790327,1,0,0,0.506335282,0
3609,52,200000,444,788120,7,1,0.794632491,0.623661037,0
3610,57,256000,681,878284,1,1,0.488675599,0.677330143,1
3611,49,331000,671,1287937,8,0,0,0.334536983,0
3612,28,200000,816,733641,1,0,0,0.411814413,0
3613,39,200000,497,663791,10,0,0,0.335453873,0
3614,41,200000,805,337692,4,1,0.5076114,0.530364394,0
3615,49,1039000,657,1685907,5,2,0.28572834,0.244338144,0
3616,50,200000,698,718799,0,2,1.390927825,0.695901093,1
3617,33,310000,817,844483,2,0,0,0.28141578,0
3618,42,1030000,706,3642612,0,0,0,0.254418334,0
3619,47,200000,690,456459,1,0,0,0.474127305,0
3620,59,382000,674,952755,2,0,0,0.283824886,0
3621,50,200000,601,650093,3,1,0.364741152,0.467584728,0
3622,51,200000,647,757663,0,0,0,0.446097227,0
3623,43,200000,578,343880,2,0,0,0.361690564,0
3624,58,200000,645,730739,2,0,0,0.297014323,0
3625,46,3108000,416,5000000,0,0,0,0.345942206,0
3626,31,573000,692,1311510,2,0,0,0.194691666,0
3627,58,723000,637,1726554,3,0,0,0.227608277,0
3628,50,417000,616,673936,0,0,0,0.477617552,0
3629,36,200000,671,307870,4,0,0,0.334124794,0
3630,36,382000,506,1028540,2,0,0,0.326848914,0
3631,45,704000,842,1224149,5,1,0.129870709,0.244945881,0
3632,47,200000,639,397000,0,3,2.488038841,0.639120914,0
3633,44,639000,635,2311210,5,1,0.203819918,0.290545409,0
3634,45,505000,553,1478423,0,1,0.306363988,0.539829577,0
3635,62,1420000,652,4379395,1,2,0.160540429,0.332503198,0
3636,54,200000,788,393739,0,0,0,0.410392907,0
3637,44,200000,753,714330,6,0,0,0.275426284,0
3638,53,200000,735,733989,3,0,0,0.280767711,0
3639,29,976000,704,2740919,0,0,0,0.271907738,0
3640,46,200000,614,756278,0,1,0.720307194,0.684438861,1
3641,63,200000,504,722414,1,0,0,0.54592801,0
3642,39,290000,629,965210,0,2,0.928043089,0.669273449,1
3643,31,200000,626,667037,2,0,0,0.309675519,0
3644,34,270000,754,476140,3,2,1.064323818,0.512171165,0
3645,28,628000,680,1367212,8,2,0.386412196,0.368117732,0
3646,32,200000,811,333423,9,3,1.461353913,0.444989818,0
3647,37,200000,769,304340,3,2,1.6645161,0.460354651,0
3648,25,1689000,604,3201961,0,0,0,0.328363508,0
3649,42,200000,470,740243,1,1,0.813236148,0.763632652,1
3650,52,200000,788,419937,2,0,0,0.287986129,0
3651,31,724000,785,2841978,2,2,0.436318331,0.312468817,0
3652,60,200000,513,598645,2,0,0,0.375052204,0
3653,48,253000,800,529565,9,0,0,0.283731687,0
3654,54,414000,688,1135530,6,2,0.309588948,0.428930478,0
3655,34,711000,666,1455941,0,0,0,0.355836787,0
3656,52,200000,811,791986,0,0,0,0.407340196,0
3657,28,1053000,784,3809925,5,0,0,0.042940658,0
3658,52,200000,715,313119,5,1,0.336863706,0.413957655,0
3659,44,531000,697,2054672,0,1,0.226354134,0.490476082,0
3660,48,200000,711,660532,3,1,0.316923728,0.405813188,0
3661,27,922000,609,1572888,3,2,0.253165926,0.265920326,0
3662,31,304000,644,965684,1,0,0,0.479228835,0
3663,49,200000,559,623463,0,1,0.749145608,0.694489157,1
3664,30,487000,616,996875,6,1,0.355800228,0.432147347,0
3665,47,599000,613,2034273,3,1,0.145571975,0.312252663,0
3666,25,478000,586,821042,0,0,0,0.429060577,0
3667,52,200000,663,544722,3,0,0,0.368724548,0
3668,27,200000,617,304961,4,0,0,0.363539222,0
3669,48,267000,700,1047132,6,0,0,0.28597637,0
3670,49,258000,487,871758,0,0,0,0.55359312,0
3671,33,526000,638,997890,13,0,0,0.279643555,0
3672,48,200000,663,470837,0,0,0,0.508168397,0
3673,45,362000,618,688308,2,0,0,0.317595598,0
3674,35,206000,632,703807,3,1,0.622981379,0.525770395,0
3675,29,200000,491,329448,1,2,0.924994834,0.721191185,1
3676,22,200000,685,720203,1,0,0,0.487081803,0
3677,46,221000,714,852063,6,1,0.323639898,0.39929596,0
3678,23,200000,699,638313,3,3,2.61572331,0.548991435,0
3679,43,200000,753,406482,2,1,0.821206483,0.486033538,0
3680,38,200000,670,480045,0,3,1.018084224,0.689703866,1
3681,50,433000,697,1166112,0,0,0,0.409323058,0
3682,38,200000,665,602312,0,2,1.297313329,0.680265983,1
3683,38,221000,718,700936,9,0,0,0.329217281,0
3684,50,1075000,492,3101952,4,0,0,0.198667005,0
3685,46,656000,560,1560154,10,3,0.689043611,0.424364232,0
3686,45,604000,808,2251285,0,3,0.460902226,0.47145015,0
3687,47,200000,403,340696,3,0,0,0.449690073,0
3688,23,437000,635,1164884,0,3,1.070482977,0.667572741,1
3689,51,217000,767,746243,4,0,0,0.256532987,0
3690,49,224000,640,370088,1,1,0.61198806,0.661614373,1
3691,29,387000,609,1262911,0,0,0,0.428484238,0
3692,39,200000,662,709855,2,0,0,0.373078189,0
3693,41,1028000,614,3240336,0,1,0.137195906,0.320689434,0
3694,40,232000,653,355503,3,0,0,0.290987257,0
3695,46,468000,581,912760,3,0,0,0.257517188,0
3696,59,994000,760,2341151,3,0,0,0.121153584,0
3697,54,679000,792,1415188,14,0,0,0.205051984,0
3698,26,200000,636,781326,1,1,0.735329964,0.677336741,1
3699,49,400000,511,1251593,1,0,0,0.443274657,0
3700,57,577000,597,1293880,4,2,0.513750795,0.4653222,0
3701,46,598000,631,2286897,2,0,0,0.211160162,0
3702,55,200000,700,670297,0,0,0,0.423081811,0
3703,66,200000,549,442303,5,0,0,0.405623138,0
3704,54,656000,573,1605365,0,1,0.212221376,0.516972678,0
3705,44,200000,701,399714,0,0,0,0.513924349,0
3706,54,204000,743,801247,0,0,0,0.448733809,0
3707,43,1108000,587,3094911,0,0,0,0.283733453,0
3708,42,257000,516,961216,0,2,1.249414954,0.740728375,1
3709,37,200000,900,473249,0,0,0,0.368049493,0
3710,60,200000,728,730420,1,2,0.737814183,0.631662541,0
3711,32,362000,623,591767,0,0,0,0.427401596,0
3712,60,200000,736,791045,0,0,0,0.499828608,0
3713,47,214000,637,808938,3,0,0,0.357148959,0
3714,25,362000,736,871698,0,0,0,0.377536146,0
3715,46,863000,665,2965963,0,1,0.145099641,0.329907777,0
3716,22,489000,659,1653135,1,3,0.434630078,0.61621685,0
3717,49,200000,638,750627,1,0,0,0.517560766,0
3718,52,774000,505,1755538,1,0,0,0.405266124,0
3719,34,204000,843,543415,1,0,0,0.387610065,0
3720,43,200000,555,732499,3,0,0,0.363028354,0
3721,65,229000,513,789236,2,0,0,0.382022595,0
3722,35,979000,628,2431509,8,2,0.304960923,0.311114788,0
3723,29,311000,553,1124051,2,0,0,0.304859041,0
3724,59,271000,644,438311,1,1,0.273950327,0.578708145,0
3725,65,1171000,718,4045940,0,0,0,0.226441831,0
3726,42,200000,749,403382,4,0,0,0.294718267,0
3727,54,200000,731,443060,0,0,0,0.426346831,0
3728,58,200000,619,546607,2,0,0,0.377285287,0
3729,33,375000,654,984126,1,0,0,0.413723628,0
3730,36,311000,690,871243,3,0,0,0.283960472,0
3731,56,1075000,474,3076584,7,0,0,0.182778765,0
3732,62,334000,707,777825,8,2,0.60088393,0.517462829,0
3733,48,200000,504,387613,0,0,0,0.557779746,0
3734,31,268000,854,916882,0,1,0.333029808,0.487302806,0
3735,65,298000,609,744982,5,0,0,0.279208746,0
3736,35,200000,631,552920,2,2,0.690270707,0.544786391,0
3737,37,3076000,573,5000000,1,0,0,0.301771903,0
3738,46,428000,587,1615312,3,0,0,0.274891755,0
3739,60,324000,877,1059117,2,3,1.431994382,0.45592876,0
3740,52,466000,744,751959,10,0,0,0.198363517,0
3741,46,508000,495,1826971,2,1,0.352545933,0.496424064,0
3742,47,236000,800,937719,1,1,0.298858844,0.496287121,0
3743,42,200000,769,536242,2,0,0,0.255489739,0
3744,48,460000,621,1805028,4,3,0.799336624,0.459131665,0
3745,22,379000,680,1087093,2,2,0.826089769,0.479498243,0
3746,38,200000,648,529807,3,2,0.919630219,0.505613616,0
3747,44,962000,847,2240028,10,3,0.213070723,0.186016471,0
3748,28,349000,570,1097216,2,0,0,0.30850419,0
3749,46,517000,664,1072542,1,0,0,0.3532705,0
3750,39,939000,607,1654833,3,1,0.178842326,0.272225794,0
3751,63,273000,506,428089,3,0,0,0.407469901,0
3752,60,356000,869,794218,0,0,0,0.383189696,0
3753,36,556000,531,1384121,1,0,0,0.464653639,0
3754,40,200000,672,576038,4,2,0.977044893,0.488111154,0
3755,41,281000,475,627156,2,0,0,0.348298695,0
3756,36,300000,610,1188044,4,2,0.577161801,0.504189835,0
3757,44,200000,692,445872,1,0,0,0.51540865,0
3758,32,2160000,567,5000000,12,0,0,0.162222264,0
3759,28,200000,708,351638,1,2,1.339144753,0.614741356,0
3760,49,200000,623,430313,0,3,2.680240893,0.680351916,1
3761,49,875000,766,1418226,1,0,0,0.226691727,0
3762,32,509000,786,1475474,2,0,0,0.184530574,0
3763,52,200000,591,675532,1,0,0,0.498470007,0
3764,34,463000,657,921034,0,2,0.71540332,0.597589306,0
3765,45,1005000,668,2431876,3,0,0,0.080606755,0
3766,51,261000,711,402342,1,0,0,0.409383572,0
3767,41,2782000,651,5000000,2,1,0.027728276,0.149179967,0
3768,47,200000,669,689981,4,0,0,0.34656049,0
3769,35,501000,625,830725,4,0,0,0.256871568,0
3770,39,766000,661,1847721,1,2,0.178063793,0.432540358,0
3771,39,598000,779,2325153,2,2,0.375294475,0.307284412,0
3772,33,223000,714,553055,1,2,0.959416815,0.618455795,0
3773,39,206000,720,579997,6,0,0,0.342445372,0
3774,23,400000,722,955242,6,2,0.380158536,0.395318083,0
3775,36,559000,634,1671593,1,1,0.299797613,0.512060504,0
3776,38,461000,681,1818825,0,0,0,0.45250816,0
3777,38,684000,541,2731729,0,1,0.105142273,0.433134809,0
3778,39,200000,776,687357,1,0,0,0.391682344,0
3779,41,218000,371,547349,2,1,0.799727994,0.665630527,1
3780,47,200000,641,547216,3,1,0.35123055,0.428237417,0
3781,52,200000,764,478365,1,1,0.789608896,0.661561962,1
3782,34,669000,513,2651873,3,0,0,0.244039091,0
3783,27,295000,689,964473,8,1,0.357098742,0.436461906,0
3784,29,2802000,581,5000000,3,0,0,0.16106185,0
3785,36,319000,613,488161,0,2,0.885801426,0.656762672,0
3786,37,283000,744,792742,2,1,0.509951067,0.508686879,0
3787,32,295000,669,1168147,2,0,0,0.346320641,0
3788,26,200000,446,561530,6,0,0,0.359974539,0
3789,36,254000,552,496840,1,1,0.363021475,0.677733878,1
3790,44,740000,747,1150873,1,0,0,0.278867114,0
3791,49,297000,694,708867,2,1,0.256527565,0.355055411,0
3792,35,200000,824,759114,2,0,0,0.320916479,0
3793,37,200000,818,798277,3,1,0.66773215,0.476263111,0
3794,30,200000,615,772683,0,0,0,0.460260329,0
3795,41,286000,900,950535,2,1,0.241890856,0.332252054,0
3796,31,785000,652,2272855,0,3,0.318609762,0.440184285,0
3797,48,200000,553,595343,1,1,0.552353249,0.712097568,1
3798,22,201000,586,572343,3,0,0,0.366882626,0
3799,37,305000,424,996625,0,3,1.217997354,0.76934365,1
3800,45,200000,810,509436,1,0,0,0.38030814,0
3801,44,200000,809,634602,3,1,0.404486717,0.413542086,0
3802,70,200000,548,360806,3,1,0.363586919,0.472395155,0
3803,46,200000,627,432847,0,0,0,0.45070977,0
3804,29,318000,659,1141622,2,0,0,0.345411075,0
3805,40,232000,553,872174,0,0,0,0.55127496,0
3806,22,200000,474,569504,0,2,1.657491984,0.766930808,1
3807,41,394000,628,622161,1,2,0.56411733,0.656472971,0
3808,32,1265000,617,4829053,0,0,0,0.329130378,0
3809,52,1173000,611,3818303,15,0,0,0.102174207,0
3810,35,200000,672,507013,0,2,0.639974475,0.637948579,0
3811,40,451000,792,1351172,4,0,0,0.204961292,0
3812,34,228000,619,586971,5,0,0,0.369915905,0
3813,62,308000,667,820311,15,0,0,0.297889921,0
3814,38,200000,722,743404,1,0,0,0.45969081,0
3815,63,298000,705,567007,6,1,0.439972928,0.439415714,0
3816,51,307000,588,540066,9,1,0.408317453,0.50541573,0
3817,47,200000,659,301364,0,0,0,0.519117549,0
3818,46,200000,704,457000,1,2,1.368495327,0.648284755,0
3819,46,200000,537,373706,0,0,0,0.532918594,0
3820,22,331000,776,678537,2,1,0.285155677,0.3558405,0
3821,38,460000,793,702924,2,0,0,0.249938578,0
3822,52,578000,577,1195297,0,1,0.145270488,0.468770836,0
3823,41,200000,669,466355,4,0,0,0.310946902,0
3824,25,346000,714,546305,0,0,0,0.417504885,0
3825,41,638000,595,1926607,4,2,0.354307382,0.343012372,0
3826,62,766000,698,2238252,0,0,0,0.362445049,0
3827,56,254000,666,442617,3,1,0.424807891,0.530230062,0
3828,41,219000,503,654267,0,3,1.233004065,0.725324751,1
3829,53,318000,695,1270929,0,1,0.189146934,0.486625828,0
3830,37,200000,539,772234,3,0,0,0.386798953,0
3831,22,225000,743,339002,0,0,0,0.441321481,0
3832,30,524000,582,1827945,2,2,0.325369805,0.38037793,0
3833,60,478000,633,1139558,7,0,0,0.223343314,0
3834,38,210000,787,348416,0,1,0.666128579,0.674137112,1
3835,39,326000,699,730226,4,1,0.211041317,0.399589962,0
3836,38,200000,542,460868,0,1,0.696032845,0.752233939,1
3837,64,505000,548,1418095,0,1,0.339938588,0.571042741,0
3838,61,250000,590,788177,0,0,0,0.516158873,0
3839,68,209000,689,704881,15,1,0.525754006,0.52620586,0
3840,40,200000,685,422951,0,1,0.737660334,0.659144196,1
3841,45,253000,565,583019,6,0,0,0.382690875,0
3842,23,200000,533,454190,14,0,0,0.422209088,0
3843,59,485000,678,1167318,1,1,0.164057883,0.508301384,0
3844,27,200000,631,799828,2,1,0.770548202,0.567285864,0
3845,44,1125000,865,3875465,4,0,0,0.086417464,0
3846,28,1003000,653,3949288,1,1,0.151655051,0.358020238,0
3847,34,200000,831,646555,0,0,0,0.45836175,0
3848,31,285000,532,716967,1,2,0.930522462,0.700724791,1
3849,34,200000,492,494872,4,1,0.857459316,0.554172951,0
3850,35,200000,537,544290,4,0,0,0.397804972,0
3851,35,1626000,768,4133575,0,0,0,0.285950637,0
3852,52,203000,825,724875,0,1,0.391087075,0.564820059,0
3853,28,371000,571,987789,7,2,0.851039493,0.545214996,0
3854,44,436000,603,976219,0,0,0,0.41737227,0
3855,56,200000,533,687430,3,1,0.316457461,0.543176345,0
3856,35,200000,468,727210,0,0,0,0.562346099,0
3857,33,200000,721,510214,5,0,0,0.316594265,0
3858,39,200000,672,633904,7,1,0.326118817,0.484434543,0
3859,56,200000,651,329402,1,0,0,0.514323117,0
3860,44,438000,509,1236764,0,1,0.319579752,0.637902224,0
3861,35,1704000,813,2747619,1,2,0.197438334,0.348087287,0
3862,47,306000,599,481330,1,3,1.763626572,0.629102416,0
3863,28,200000,703,606462,1,0,0,0.427957427,0
3864,50,200000,504,451667,3,1,0.452842217,0.595742975,0
3865,46,200000,630,671268,0,2,0.820661271,0.734605165,1
3866,38,200000,679,748041,1,0,0,0.454433851,0
3867,31,581000,682,1073965,4,0,0,0.178276849,0
3868,31,556000,665,1841086,3,2,0.419750821,0.389504181,0
3869,48,200000,699,557259,1,0,0,0.455286414,0
3870,56,515000,536,916853,3,2,0.311427991,0.443257866,0
3871,34,1060000,669,3316720,4,1,0.106625618,0.124408714,0
3872,47,1487000,661,4496192,2,0,0,0.10093069,0
3873,22,3536000,673,5000000,0,0,0,0.315063525,0
3874,34,200000,657,763235,0,0,0,0.446482041,0
3875,41,3408000,522,5000000,4,0,0,0.201924765,0
3876,31,200000,518,795257,5,1,0.360082721,0.507497463,0
3877,30,200000,428,554614,3,0,0,0.423599355,0
3878,33,360000,731,644266,0,0,0,0.373717984,0
3879,45,200000,732,535235,2,0,0,0.284655795,0
3880,39,384000,734,751035,5,2,0.644682062,0.451812307,0
3881,22,200000,680,598566,1,0,0,0.509054596,0
3882,22,216000,436,698291,0,2,1.565160968,0.757016252,1
3883,34,853000,547,2278438,2,2,0.210921747,0.243307895,0
3884,47,254000,667,443041,5,0,0,0.344353324,0
3885,22,304000,663,812167,0,0,0,0.408452149,0
3886,36,411000,627,700194,2,2,0.368964553,0.479272477,0
3887,35,769000,686,2464887,3,1,0.155964479,0.21264087,0
3888,58,200000,651,695184,2,0,0,0.331792614,0
3889,37,454000,662,1773301,3,1,0.343152913,0.360322595,0
3890,46,210000,586,393121,2,0,0,0.358337905,0
3891,43,311000,748,880456,0,0,0,0.422639537,0
3892,22,696000,606,2031515,0,1,0.126364798,0.415570773,0
3893,51,200000,516,761238,2,0,0,0.331557292,0
3894,44,200000,572,613638,0,3,1.913542719,0.747226971,1
3895,48,200000,615,372754,3,2,1.699083333,0.57526366,0
3896,70,200000,749,518175,3,1,0.835130094,0.513636335,0
3897,22,888000,645,2785572,0,0,0,0.320222998,0
3898,62,240000,631,780170,2,0,0,0.34916131,0
3899,38,200000,525,731536,2,0,0,0.339399002,0
3900,45,200000,728,390253,0,0,0,0.500597758,0
3901,41,200000,584,775771,1,0,0,0.483800662,0
3902,36,200000,639,329569,7,1,0.303503949,0.474050607,0
3903,35,380000,798,1504574,1,0,0,0.399675568,0
3904,45,200000,700,728883,2,2,0.706076696,0.530328065,0
3905,23,730000,487,2299997,0,2,0.298388887,0.562417434,0
3906,51,251000,473,837709,0,1,0.542597709,0.709174454,1
3907,37,289000,643,486019,0,1,0.493950932,0.685891858,1
3908,28,208000,528,333569,4,0,0,0.381839106,0
3909,36,537000,714,942120,1,0,0,0.335356033,0
3910,57,542000,654,931372,0,2,0.332687536,0.520990482,0
3911,35,362000,666,1038380,4,1,0.460525937,0.505505532,0
3912,46,446000,579,909220,0,0,0,0.427034739,0
3913,33,221000,824,806763,0,1,0.358399449,0.561669501,0
3914,51,437000,900,1142480,1,2,0.728518728,0.539613857,0
3915,50,200000,622,647755,1,0,0,0.504467653,0
3916,64,268000,685,839424,2,0,0,0.343068453,0
3917,39,209000,659,480623,1,2,0.897766763,0.645437253,0
3918,50,200000,624,421583,1,0,0,0.492461688,0
3919,43,200000,566,471228,5,0,0,0.353760059,0
3920,57,408000,541,1424591,6,0,0,0.297258676,0
3921,33,872000,536,2586083,5,2,0.287559622,0.360318,0
3922,50,769000,690,1640928,6,2,0.446134911,0.307021074,0
3923,39,200000,598,708923,2,0,0,0.312877146,0
3924,41,856000,392,1401185,3,0,0,0.278667778,0
3925,43,201000,694,652839,2,0,0,0.294760827,0
3926,45,460000,646,1194965,4,0,0,0.291984593,0
3927,40,200000,784,665645,2,0,0,0.321892028,0
3928,44,304000,687,1160870,0,0,0,0.420461602,0
3929,60,355000,502,1198155,4,0,0,0.313111095,0
3930,53,200000,427,520982,4,3,2.644453188,0.57219673,0
3931,52,463000,578,869254,5,0,0,0.261592194,0
3932,36,901000,587,3167805,0,0,0,0.305801872,0
3933,31,229000,744,607253,0,0,0,0.481624982,0
3934,53,912000,649,1539712,1,1,0.164028702,0.398278589,0
3935,52,226000,763,745266,2,0,0,0.239351098,0
3936,59,576000,517,1284266,0,1,0.192530036,0.548090595,0
3937,34,200000,746,324444,1,1,0.882401536,0.609214563,0
3938,39,2366000,722,5000000,0,3,0.151218824,0.335347425,0
3939,22,1030000,448,2788985,0,1,0.134849544,0.369753961,0
3940,37,207000,782,455897,3,0,0,0.243810914,0
3941,53,200000,659,658193,5,0,0,0.356310403,0
3942,36,347000,689,1289020,0,1,0.480239158,0.622399308,0
3943,49,200000,563,300153,2,0,0,0.372239585,0
3944,39,400000,777,1287852,0,0,0,0.383535302,0
3945,45,388000,531,1326001,0,3,1.299117254,0.632717186,0
3946,28,200000,733,404963,3,2,1.183464616,0.529628483,0
3947,43,735000,732,2002183,3,2,0.348247205,0.343583994,0
3948,22,554000,552,954660,5,2,0.382160078,0.384506086,0
3949,39,645000,848,2171634,1,1,0.208379542,0.37700687,0
3950,22,270000,673,977032,5,1,0.36400068,0.459498593,0
3951,56,200000,715,354093,0,0,0,0.472185009,0
3952,51,646000,497,2287583,0,3,0.817147763,0.630648627,0
3953,47,210000,861,720074,0,0,0,0.429794065,0
3954,60,200000,527,473456,4,1,0.363153207,0.566276236,0
3955,30,906000,752,2922505,0,0,0,0.261891985,0
3956,62,1775000,550,2662713,0,0,0,0.322329023,0
3957,53,258000,588,988009,2,1,0.417781043,0.52652028,0
3958,39,1873000,728,5000000,0,0,0,0.266575716,0
3959,55,291000,752,887796,0,1,0.432631338,0.588310972,0
3960,28,200000,522,632329,0,1,0.649980917,0.738407929,1
3961,32,200000,759,580684,0,1,0.750616016,0.662011153,1
3962,34,1171000,754,4264676,3,0,0,0.107163514,0
3963,35,200000,556,604850,2,0,0,0.335177733,0
3964,29,520000,809,1960087,0,2,0.282300372,0.463851618,0
3965,56,200000,504,591165,0,0,0,0.570435681,0
3966,38,200000,587,385561,4,0,0,0.391193521,0
3967,46,678000,697,2565488,2,0,0,0.223245459,0
3968,35,200000,564,640813,3,2,0.794297274,0.581719551,0
3969,22,200000,676,649619,1,1,0.452015984,0.620800974,0
3970,45,743000,674,2945032,0,0,0,0.3355298,0
3971,22,1129000,631,1905742,10,2,0.226640733,0.191418091,0
3972,41,479000,733,1231739,2,2,0.543632599,0.467645112,0
3973,25,200000,627,419547,0,1,0.426005203,0.640506402,0
3974,65,200000,673,615213,1,0,0,0.502353253,0
3975,52,288000,764,1012904,1,1,0.529428581,0.654791222,0
3976,43,358000,729,1401848,0,0,0,0.45674961,0
3977,57,200000,728,527298,8,1,0.742030395,0.532716341,0
3978,31,514000,535,1781290,6,2,0.502587853,0.499639567,0
3979,48,289000,702,1096069,0,2,0.974332989,0.653568491,0
3980,44,200000,562,641662,1,0,0,0.494724894,0
3981,45,200000,521,421366,4,2,0.872277892,0.544032952,0
3982,57,200000,642,603927,0,0,0,0.44906362,0
3983,50,251000,559,985144,2,0,0,0.319119019,0
3984,45,1469000,729,5000000,3,1,0.089392919,0.186152356,0
3985,22,332000,731,1031158,3,1,0.538593583,0.439776659,0
3986,30,200000,459,743493,3,0,0,0.419373744,0
3987,40,327000,567,654285,3,0,0,0.297712854,0
3988,43,200000,504,423039,10,0,0,0.429528977,0
3989,28,359000,603,1393716,1,1,0.299547924,0.565727623,0
3990,70,452000,695,830815,6,2,0.763164573,0.446546976,0
3991,60,796000,625,1574301,0,1,0.11884019,0.3806539,0
3992,49,262000,591,668459,1,0,0,0.519145918,0
3993,42,1172000,780,3485481,0,3,0.179483199,0.283622332,0
3994,39,607000,419,1826792,3,1,0.211159311,0.426149531,0
3995,30,200000,773,445988,0,2,1.218539232,0.658039219,1
3996,42,1960000,595,5000000,5,1,0.046246097,0.142193122,0
